Geo Code,Geo,Crime Code,Crime,Value,Year,Indicator Code,Formule,Measure Of Unit
16J0905,Fornos de Algodres,3,Theft of and from motor vehicles,1.1,2016,0008074,(Number of crimes/ Resident population)*1000,Permillage
16J0906,Gouveia,3,Theft of and from motor vehicles,0.7,2016,0008074,(Number of crimes/ Resident population)*1000,Permillage
16J0907,Guarda,3,Theft of and from motor vehicles,2,2016,0008074,(Number of crimes/ Resident population)*1000,Permillage
16G1806,Mangualde,3,Theft of and from motor vehicles,1,2016,0008074,(Number of crimes/ Resident population)*1000,Permillage
16G1809,Nelas,3,Theft of and from motor vehicles,0.8,2016,0008074,(Number of crimes/ Resident population)*1000,Permillage
16G1810,Oliveira de Frades,3,Theft of and from motor vehicles,0.5,2016,0008074,(Number of crimes/ Resident population)*1000,Permillage
16G1811,Penalva do Castelo,3,Theft of and from motor vehicles,,2016,0008074,(Number of crimes/ Resident population)*1000,Permillage
16G1814,Santa Comba Dão,3,Theft of and from motor vehicles,1.5,2016,0008074,(Number of crimes/ Resident population)*1000,Permillage
16G1816,São Pedro do Sul,3,Theft of and from motor vehicles,1.8,2016,0008074,(Number of crimes/ Resident population)*1000,Permillage
16G1817,Sátão,3,Theft of and from motor vehicles,0.4,2016,0008074,(Number of crimes/ Resident population)*1000,Permillage
16G1821,Tondela,3,Theft of and from motor vehicles,1.2,2016,0008074,(Number of crimes/ Resident population)*1000,Permillage
16G1822,Vila Nova de Paiva,3,Theft of and from motor vehicles,,2016,0008074,(Number of crimes/ Resident population)*1000,Permillage
16G1823,Viseu,3,Theft of and from motor vehicles,2,2016,0008074,(Number of crimes/ Resident population)*1000,Permillage
16G1824,Vouzela,3,Theft of and from motor vehicles,1.6,2016,0008074,(Number of crimes/ Resident population)*1000,Permillage
16H,Beira Baixa,3,Theft of and from motor vehicles,1.3,2016,0008074,(Number of crimes/ Resident population)*1000,Permillage
16H0502,Castelo Branco,3,Theft of and from motor vehicles,1.5,2016,0008074,(Number of crimes/ Resident population)*1000,Permillage
16H0505,Idanha-a-Nova,3,Theft of and from motor vehicles,1.3,2016,0008074,(Number of crimes/ Resident population)*1000,Permillage
16H0506,Oleiros,3,Theft of and from motor vehicles,1.2,2016,0008074,(Number of crimes/ Resident population)*1000,Permillage
16H0507,Penamacor,3,Theft of and from motor vehicles,0.8,2016,0008074,(Number of crimes/ Resident population)*1000,Permillage
16H0508,Proença-a-Nova,3,Theft of and from motor vehicles,0.4,2016,0008074,(Number of crimes/ Resident population)*1000,Permillage
16H0511,Vila Velha de Ródão,3,Theft of and from motor vehicles,1.2,2016,0008074,(Number of crimes/ Resident population)*1000,Permillage
16I,Médio Tejo,3,Theft of and from motor vehicles,2.1,2016,0008074,(Number of crimes/ Resident population)*1000,Permillage
16I0509,Sertã,3,Theft of and from motor vehicles,1,2016,0008074,(Number of crimes/ Resident population)*1000,Permillage
16I0510,Vila de Rei,3,Theft of and from motor vehicles,,2016,0008074,(Number of crimes/ Resident population)*1000,Permillage
16I1401,Abrantes,3,Theft of and from motor vehicles,1.1,2016,0008074,(Number of crimes/ Resident population)*1000,Permillage
16I1402,Alcanena,3,Theft of and from motor vehicles,1.9,2016,0008074,(Number of crimes/ Resident population)*1000,Permillage
170,Área Metropolitana de Lisboa,3,Theft of and from motor vehicles,3.8,2016,0008074,(Number of crimes/ Resident population)*1000,Permillage
1701105,Cascais,3,Theft of and from motor vehicles,3.6,2016,0008074,(Number of crimes/ Resident population)*1000,Permillage
1701106,Lisboa,3,Theft of and from motor vehicles,6.2,2016,0008074,(Number of crimes/ Resident population)*1000,Permillage
1701107,Loures,3,Theft of and from motor vehicles,3,2016,0008074,(Number of crimes/ Resident population)*1000,Permillage
1701109,Mafra,3,Theft of and from motor vehicles,2.1,2016,0008074,(Number of crimes/ Resident population)*1000,Permillage
1701110,Oeiras,3,Theft of and from motor vehicles,2.5,2016,0008074,(Number of crimes/ Resident population)*1000,Permillage
1701111,Sintra,3,Theft of and from motor vehicles,3.6,2016,0008074,(Number of crimes/ Resident population)*1000,Permillage
1701114,Vila Franca de Xira,3,Theft of and from motor vehicles,2.1,2016,0008074,(Number of crimes/ Resident population)*1000,Permillage
2004202,Nordeste,3,Theft of and from motor vehicles,0.8,2016,0008074,(Number of crimes/ Resident population)*1000,Permillage
2004203,Ponta Delgada,3,Theft of and from motor vehicles,3.3,2016,0008074,(Number of crimes/ Resident population)*1000,Permillage
2004204,Povoação,3,Theft of and from motor vehicles,1.8,2016,0008074,(Number of crimes/ Resident population)*1000,Permillage
2004205,Ribeira Grande,3,Theft of and from motor vehicles,3.9,2016,0008074,(Number of crimes/ Resident population)*1000,Permillage
2004206,Vila Franca do Campo,3,Theft of and from motor vehicles,0.9,2016,0008074,(Number of crimes/ Resident population)*1000,Permillage
2004301,Angra do Heroísmo,3,Theft of and from motor vehicles,2.4,2016,0008074,(Number of crimes/ Resident population)*1000,Permillage
2004302,Vila da Praia da Vitória,3,Theft of and from motor vehicles,1.2,2016,0008074,(Number of crimes/ Resident population)*1000,Permillage
2004401,Santa Cruz da Graciosa,3,Theft of and from motor vehicles,,2016,0008074,(Number of crimes/ Resident population)*1000,Permillage
2004501,Calheta,3,Theft of and from motor vehicles,,2016,0008074,(Number of crimes/ Resident population)*1000,Permillage
2004502,Velas,3,Theft of and from motor vehicles,1.3,2016,0008074,(Number of crimes/ Resident population)*1000,Permillage
200,Região Autónoma dos Açores,3,Theft of and from motor vehicles,2.3,2016,0008074,(Number of crimes/ Resident population)*1000,Permillage
2004101,Vila do Porto,3,Theft of and from motor vehicles,,2016,0008074,(Number of crimes/ Resident population)*1000,Permillage
2004201,Lagoa,3,Theft of and from motor vehicles,2,2016,0008074,(Number of crimes/ Resident population)*1000,Permillage
3003109,Santana,3,Theft of and from motor vehicles,0.6,2016,0008074,(Number of crimes/ Resident population)*1000,Permillage
3003110,São Vicente,3,Theft of and from motor vehicles,,2016,0008074,(Number of crimes/ Resident population)*1000,Permillage
3003201,Porto Santo,3,Theft of and from motor vehicles,0.6,2016,0008074,(Number of crimes/ Resident population)*1000,Permillage
PT,Portugal,3,Theft of and from motor vehicles,3.2,2016,0008074,(Number of crimes/ Resident population)*1000,Permillage
16D0101,Águeda,3,Theft of and from motor vehicles,1.6,2016,0008074,(Number of crimes/ Resident population)*1000,Permillage
16D0102,Albergaria-a-Velha,3,Theft of and from motor vehicles,2.8,2016,0008074,(Number of crimes/ Resident population)*1000,Permillage
16D0103,Anadia,3,Theft of and from motor vehicles,1.8,2016,0008074,(Number of crimes/ Resident population)*1000,Permillage
11A1317,Vila Nova de Gaia,3,Theft of and from motor vehicles,5.5,2016,0008074,(Number of crimes/ Resident population)*1000,Permillage
11A1318,Trofa,3,Theft of and from motor vehicles,4.6,2016,0008074,(Number of crimes/ Resident population)*1000,Permillage
11B,Alto Tâmega,3,Theft of and from motor vehicles,1.4,2016,0008074,(Number of crimes/ Resident population)*1000,Permillage
11B1702,Boticas,3,Theft of and from motor vehicles,1,2016,0008074,(Number of crimes/ Resident population)*1000,Permillage
11B1703,Chaves,3,Theft of and from motor vehicles,1.7,2016,0008074,(Number of crimes/ Resident population)*1000,Permillage
11B1706,Montalegre,3,Theft of and from motor vehicles,1.6,2016,0008074,(Number of crimes/ Resident population)*1000,Permillage
11B1709,Ribeira de Pena,3,Theft of and from motor vehicles,1.5,2016,0008074,(Number of crimes/ Resident population)*1000,Permillage
11B1712,Valpaços,3,Theft of and from motor vehicles,0.8,2016,0008074,(Number of crimes/ Resident population)*1000,Permillage
11B1713,Vila Pouca de Aguiar,3,Theft of and from motor vehicles,1.1,2016,0008074,(Number of crimes/ Resident population)*1000,Permillage
11C,Tâmega e Sousa,3,Theft of and from motor vehicles,1.8,2016,0008074,(Number of crimes/ Resident population)*1000,Permillage
11C0106,Castelo de Paiva,3,Theft of and from motor vehicles,1.1,2016,0008074,(Number of crimes/ Resident population)*1000,Permillage
11C0305,Celorico de Basto,3,Theft of and from motor vehicles,0.7,2016,0008074,(Number of crimes/ Resident population)*1000,Permillage
11C1301,Amarante,3,Theft of and from motor vehicles,1.4,2016,0008074,(Number of crimes/ Resident population)*1000,Permillage
11C1302,Baião,3,Theft of and from motor vehicles,0.7,2016,0008074,(Number of crimes/ Resident population)*1000,Permillage
11C1303,Felgueiras,3,Theft of and from motor vehicles,2.4,2016,0008074,(Number of crimes/ Resident population)*1000,Permillage
11C1305,Lousada,3,Theft of and from motor vehicles,2.2,2016,0008074,(Number of crimes/ Resident population)*1000,Permillage
11C1307,Marco de Canaveses,3,Theft of and from motor vehicles,1.6,2016,0008074,(Number of crimes/ Resident population)*1000,Permillage
11C1309,Paços de Ferreira,3,Theft of and from motor vehicles,2.3,2016,0008074,(Number of crimes/ Resident population)*1000,Permillage
11C1311,Penafiel,3,Theft of and from motor vehicles,2.1,2016,0008074,(Number of crimes/ Resident population)*1000,Permillage
11C1804,Cinfães,3,Theft of and from motor vehicles,1.2,2016,0008074,(Number of crimes/ Resident population)*1000,Permillage
11C1813,Resende,3,Theft of and from motor vehicles,2.3,2016,0008074,(Number of crimes/ Resident population)*1000,Permillage
11D,Douro,3,Theft of and from motor vehicles,1.1,2016,0008074,(Number of crimes/ Resident population)*1000,Permillage
11D0403,Carrazeda de Ansiães,3,Theft of and from motor vehicles,1,2016,0008074,(Number of crimes/ Resident population)*1000,Permillage
11D0404,Freixo de Espada à Cinta,3,Theft of and from motor vehicles,,2016,0008074,(Number of crimes/ Resident population)*1000,Permillage
11D0409,Torre de Moncorvo,3,Theft of and from motor vehicles,0.9,2016,0008074,(Number of crimes/ Resident population)*1000,Permillage
11D0914,Vila Nova de Foz Côa,3,Theft of and from motor vehicles,0.9,2016,0008074,(Number of crimes/ Resident population)*1000,Permillage
11D1701,Alijó,3,Theft of and from motor vehicles,1.4,2016,0008074,(Number of crimes/ Resident population)*1000,Permillage
11D1704,Mesão Frio,3,Theft of and from motor vehicles,1,2016,0008074,(Number of crimes/ Resident population)*1000,Permillage
1500801,Albufeira,3,Theft of and from motor vehicles,5.7,2016,0008074,(Number of crimes/ Resident population)*1000,Permillage
11D1707,Murça,3,Theft of and from motor vehicles,0.5,2016,0008074,(Number of crimes/ Resident population)*1000,Permillage
11D1708,Peso da Régua,3,Theft of and from motor vehicles,1.2,2016,0008074,(Number of crimes/ Resident population)*1000,Permillage
1701115,Amadora,3,Theft of and from motor vehicles,3.5,2016,0008074,(Number of crimes/ Resident population)*1000,Permillage
1701116,Odivelas,3,Theft of and from motor vehicles,2.5,2016,0008074,(Number of crimes/ Resident population)*1000,Permillage
1701502,Alcochete,3,Theft of and from motor vehicles,3.6,2016,0008074,(Number of crimes/ Resident population)*1000,Permillage
1701503,Almada,3,Theft of and from motor vehicles,5.8,2016,0008074,(Number of crimes/ Resident population)*1000,Permillage
1701504,Barreiro,3,Theft of and from motor vehicles,3.2,2016,0008074,(Number of crimes/ Resident population)*1000,Permillage
1701506,Moita,3,Theft of and from motor vehicles,3.1,2016,0008074,(Number of crimes/ Resident population)*1000,Permillage
1701507,Montijo,3,Theft of and from motor vehicles,2.8,2016,0008074,(Number of crimes/ Resident population)*1000,Permillage
1701508,Palmela,3,Theft of and from motor vehicles,2.4,2016,0008074,(Number of crimes/ Resident population)*1000,Permillage
1701510,Seixal,3,Theft of and from motor vehicles,2.4,2016,0008074,(Number of crimes/ Resident population)*1000,Permillage
1701511,Sesimbra,3,Theft of and from motor vehicles,5.6,2016,0008074,(Number of crimes/ Resident population)*1000,Permillage
1701512,Setúbal,3,Theft of and from motor vehicles,3.8,2016,0008074,(Number of crimes/ Resident population)*1000,Permillage
18,Alentejo,3,Theft of and from motor vehicles,1.8,2016,0008074,(Number of crimes/ Resident population)*1000,Permillage
181,Alentejo Litoral,3,Theft of and from motor vehicles,2.1,2016,0008074,(Number of crimes/ Resident population)*1000,Permillage
1810211,Odemira,3,Theft of and from motor vehicles,2,2016,0008074,(Number of crimes/ Resident population)*1000,Permillage
1811501,Alcácer do Sal,3,Theft of and from motor vehicles,1.8,2016,0008074,(Number of crimes/ Resident population)*1000,Permillage
1811505,Grândola,3,Theft of and from motor vehicles,2.9,2016,0008074,(Number of crimes/ Resident population)*1000,Permillage
1861214,Portalegre,3,Theft of and from motor vehicles,1,2016,0008074,(Number of crimes/ Resident population)*1000,Permillage
1861215,Sousel,3,Theft of and from motor vehicles,,2016,0008074,(Number of crimes/ Resident population)*1000,Permillage
187,Alentejo Central,3,Theft of and from motor vehicles,1.7,2016,0008074,(Number of crimes/ Resident population)*1000,Permillage
1870701,Alandroal,3,Theft of and from motor vehicles,,2016,0008074,(Number of crimes/ Resident population)*1000,Permillage
1870702,Arraiolos,3,Theft of and from motor vehicles,,2016,0008074,(Number of crimes/ Resident population)*1000,Permillage
1870703,Borba,3,Theft of and from motor vehicles,1.4,2016,0008074,(Number of crimes/ Resident population)*1000,Permillage
1870704,Estremoz,3,Theft of and from motor vehicles,1.1,2016,0008074,(Number of crimes/ Resident population)*1000,Permillage
1870705,Évora,3,Theft of and from motor vehicles,3.2,2016,0008074,(Number of crimes/ Resident population)*1000,Permillage
1870706,Montemor-o-Novo,3,Theft of and from motor vehicles,1.1,2016,0008074,(Number of crimes/ Resident population)*1000,Permillage
1870707,Mora,3,Theft of and from motor vehicles,0.9,2016,0008074,(Number of crimes/ Resident population)*1000,Permillage
1870708,Mourão,3,Theft of and from motor vehicles,,2016,0008074,(Number of crimes/ Resident population)*1000,Permillage
1870709,Portel,3,Theft of and from motor vehicles,1.2,2016,0008074,(Number of crimes/ Resident population)*1000,Permillage
1870710,Redondo,3,Theft of and from motor vehicles,0.5,2016,0008074,(Number of crimes/ Resident population)*1000,Permillage
1870711,Reguengos de Monsaraz,3,Theft of and from motor vehicles,1.6,2016,0008074,(Number of crimes/ Resident population)*1000,Permillage
1870712,Vendas Novas,3,Theft of and from motor vehicles,1.6,2016,0008074,(Number of crimes/ Resident population)*1000,Permillage
1870713,Viana do Alentejo,3,Theft of and from motor vehicles,1.1,2016,0008074,(Number of crimes/ Resident population)*1000,Permillage
1870714,Vila Viçosa,3,Theft of and from motor vehicles,,2016,0008074,(Number of crimes/ Resident population)*1000,Permillage
2,Região Autónoma dos Açores,3,Theft of and from motor vehicles,2.3,2016,0008074,(Number of crimes/ Resident population)*1000,Permillage
20,Região Autónoma dos Açores,3,Theft of and from motor vehicles,2.3,2016,0008074,(Number of crimes/ Resident population)*1000,Permillage
2004601,Lajes do Pico,4,"Driving a motor vehicle with a blood alcohol equal or above 1,2 g/l",1.3,2016,0008074,(Number of crimes/ Resident population)*1000,Permillage
2004602,Madalena,4,"Driving a motor vehicle with a blood alcohol equal or above 1,2 g/l",2,2016,0008074,(Number of crimes/ Resident population)*1000,Permillage
2004603,São Roque do Pico,4,"Driving a motor vehicle with a blood alcohol equal or above 1,2 g/l",1.2,2016,0008074,(Number of crimes/ Resident population)*1000,Permillage
2004701,Horta,4,"Driving a motor vehicle with a blood alcohol equal or above 1,2 g/l",3,2016,0008074,(Number of crimes/ Resident population)*1000,Permillage
2004801,Lajes das Flores,4,"Driving a motor vehicle with a blood alcohol equal or above 1,2 g/l",,2016,0008074,(Number of crimes/ Resident population)*1000,Permillage
2004802,Santa Cruz das Flores,4,"Driving a motor vehicle with a blood alcohol equal or above 1,2 g/l",,2016,0008074,(Number of crimes/ Resident population)*1000,Permillage
2004901,Corvo,4,"Driving a motor vehicle with a blood alcohol equal or above 1,2 g/l",,2016,0008074,(Number of crimes/ Resident population)*1000,Permillage
3,Região Autónoma da Madeira,4,"Driving a motor vehicle with a blood alcohol equal or above 1,2 g/l",2.6,2016,0008074,(Number of crimes/ Resident population)*1000,Permillage
30,Região Autónoma da Madeira,4,"Driving a motor vehicle with a blood alcohol equal or above 1,2 g/l",2.6,2016,0008074,(Number of crimes/ Resident population)*1000,Permillage
300,Região Autónoma da Madeira,4,"Driving a motor vehicle with a blood alcohol equal or above 1,2 g/l",2.6,2016,0008074,(Number of crimes/ Resident population)*1000,Permillage
3003101,Calheta,4,"Driving a motor vehicle with a blood alcohol equal or above 1,2 g/l",4.7,2016,0008074,(Number of crimes/ Resident population)*1000,Permillage
3003102,Câmara de Lobos,4,"Driving a motor vehicle with a blood alcohol equal or above 1,2 g/l",3.9,2016,0008074,(Number of crimes/ Resident population)*1000,Permillage
3003103,Funchal,4,"Driving a motor vehicle with a blood alcohol equal or above 1,2 g/l",2.5,2016,0008074,(Number of crimes/ Resident population)*1000,Permillage
3003104,Machico,4,"Driving a motor vehicle with a blood alcohol equal or above 1,2 g/l",1.4,2016,0008074,(Number of crimes/ Resident population)*1000,Permillage
3003105,Ponta do Sol,4,"Driving a motor vehicle with a blood alcohol equal or above 1,2 g/l",1.3,2016,0008074,(Number of crimes/ Resident population)*1000,Permillage
3003106,Porto Moniz,4,"Driving a motor vehicle with a blood alcohol equal or above 1,2 g/l",5.9,2016,0008074,(Number of crimes/ Resident population)*1000,Permillage
3003107,Ribeira Brava,4,"Driving a motor vehicle with a blood alcohol equal or above 1,2 g/l",1.7,2016,0008074,(Number of crimes/ Resident population)*1000,Permillage
3003108,Santa Cruz,4,"Driving a motor vehicle with a blood alcohol equal or above 1,2 g/l",1.9,2016,0008074,(Number of crimes/ Resident population)*1000,Permillage
11D1805,Lamego,4,"Driving a motor vehicle with a blood alcohol equal or above 1,2 g/l",0.6,2016,0008074,(Number of crimes/ Resident population)*1000,Permillage
11D1807,Moimenta da Beira,4,"Driving a motor vehicle with a blood alcohol equal or above 1,2 g/l",2.4,2016,0008074,(Number of crimes/ Resident population)*1000,Permillage
11D1812,Penedono,4,"Driving a motor vehicle with a blood alcohol equal or above 1,2 g/l",,2016,0008074,(Number of crimes/ Resident population)*1000,Permillage
11D1815,São João da Pesqueira,4,"Driving a motor vehicle with a blood alcohol equal or above 1,2 g/l",1.2,2016,0008074,(Number of crimes/ Resident population)*1000,Permillage
11D1818,Sernancelhe,4,"Driving a motor vehicle with a blood alcohol equal or above 1,2 g/l",0.7,2016,0008074,(Number of crimes/ Resident population)*1000,Permillage
11D1819,Tabuaço,4,"Driving a motor vehicle with a blood alcohol equal or above 1,2 g/l",1,2016,0008074,(Number of crimes/ Resident population)*1000,Permillage
11D1820,Tarouca,4,"Driving a motor vehicle with a blood alcohol equal or above 1,2 g/l",0.9,2016,0008074,(Number of crimes/ Resident population)*1000,Permillage
11E,Terras de Trás-os-Montes,4,"Driving a motor vehicle with a blood alcohol equal or above 1,2 g/l",1.6,2016,0008074,(Number of crimes/ Resident population)*1000,Permillage
11E0401,Alfândega da Fé,4,"Driving a motor vehicle with a blood alcohol equal or above 1,2 g/l",0.9,2016,0008074,(Number of crimes/ Resident population)*1000,Permillage
11E0402,Bragança,4,"Driving a motor vehicle with a blood alcohol equal or above 1,2 g/l",2.6,2016,0008074,(Number of crimes/ Resident population)*1000,Permillage
11E0405,Macedo de Cavaleiros,4,"Driving a motor vehicle with a blood alcohol equal or above 1,2 g/l",2.3,2016,0008074,(Number of crimes/ Resident population)*1000,Permillage
11E0406,Miranda do Douro,4,"Driving a motor vehicle with a blood alcohol equal or above 1,2 g/l",0.6,2016,0008074,(Number of crimes/ Resident population)*1000,Permillage
11E0407,Mirandela,4,"Driving a motor vehicle with a blood alcohol equal or above 1,2 g/l",0.7,2016,0008074,(Number of crimes/ Resident population)*1000,Permillage
11E0408,Mogadouro,4,"Driving a motor vehicle with a blood alcohol equal or above 1,2 g/l",0.6,2016,0008074,(Number of crimes/ Resident population)*1000,Permillage
11E0410,Vila Flor,4,"Driving a motor vehicle with a blood alcohol equal or above 1,2 g/l",0.8,2016,0008074,(Number of crimes/ Resident population)*1000,Permillage
11E0411,Vimioso,4,"Driving a motor vehicle with a blood alcohol equal or above 1,2 g/l",2.2,2016,0008074,(Number of crimes/ Resident population)*1000,Permillage
11E0412,Vinhais,4,"Driving a motor vehicle with a blood alcohol equal or above 1,2 g/l",1.2,2016,0008074,(Number of crimes/ Resident population)*1000,Permillage
15,Algarve,4,"Driving a motor vehicle with a blood alcohol equal or above 1,2 g/l",3.6,2016,0008074,(Number of crimes/ Resident population)*1000,Permillage
150,Algarve,4,"Driving a motor vehicle with a blood alcohol equal or above 1,2 g/l",3.6,2016,0008074,(Number of crimes/ Resident population)*1000,Permillage
1500802,Alcoutim,4,"Driving a motor vehicle with a blood alcohol equal or above 1,2 g/l",9.6,2016,0008074,(Number of crimes/ Resident population)*1000,Permillage
1500803,Aljezur,4,"Driving a motor vehicle with a blood alcohol equal or above 1,2 g/l",9.8,2016,0008074,(Number of crimes/ Resident population)*1000,Permillage
1500804,Castro Marim,4,"Driving a motor vehicle with a blood alcohol equal or above 1,2 g/l",3,2016,0008074,(Number of crimes/ Resident population)*1000,Permillage
1500805,Faro,4,"Driving a motor vehicle with a blood alcohol equal or above 1,2 g/l",3.7,2016,0008074,(Number of crimes/ Resident population)*1000,Permillage
1500806,Lagoa,4,"Driving a motor vehicle with a blood alcohol equal or above 1,2 g/l",1.8,2016,0008074,(Number of crimes/ Resident population)*1000,Permillage
1500807,Lagos,4,"Driving a motor vehicle with a blood alcohol equal or above 1,2 g/l",2.4,2016,0008074,(Number of crimes/ Resident population)*1000,Permillage
1500808,Loulé,4,"Driving a motor vehicle with a blood alcohol equal or above 1,2 g/l",6.9,2016,0008074,(Number of crimes/ Resident population)*1000,Permillage
1500809,Monchique,4,"Driving a motor vehicle with a blood alcohol equal or above 1,2 g/l",4.1,2016,0008074,(Number of crimes/ Resident population)*1000,Permillage
1500810,Olhão,4,"Driving a motor vehicle with a blood alcohol equal or above 1,2 g/l",2.3,2016,0008074,(Number of crimes/ Resident population)*1000,Permillage
1500811,Portimão,4,"Driving a motor vehicle with a blood alcohol equal or above 1,2 g/l",2.4,2016,0008074,(Number of crimes/ Resident population)*1000,Permillage
1500812,São Brás de Alportel,4,"Driving a motor vehicle with a blood alcohol equal or above 1,2 g/l",3.4,2016,0008074,(Number of crimes/ Resident population)*1000,Permillage
1500813,Silves,4,"Driving a motor vehicle with a blood alcohol equal or above 1,2 g/l",1.6,2016,0008074,(Number of crimes/ Resident population)*1000,Permillage
1500814,Tavira,4,"Driving a motor vehicle with a blood alcohol equal or above 1,2 g/l",1.1,2016,0008074,(Number of crimes/ Resident population)*1000,Permillage
1500815,Vila do Bispo,4,"Driving a motor vehicle with a blood alcohol equal or above 1,2 g/l",4,2016,0008074,(Number of crimes/ Resident population)*1000,Permillage
1500816,Vila Real de Santo António,4,"Driving a motor vehicle with a blood alcohol equal or above 1,2 g/l",1.5,2016,0008074,(Number of crimes/ Resident population)*1000,Permillage
16,Centro,4,"Driving a motor vehicle with a blood alcohol equal or above 1,2 g/l",1.9,2016,0008074,(Number of crimes/ Resident population)*1000,Permillage
16B,Oeste,4,"Driving a motor vehicle with a blood alcohol equal or above 1,2 g/l",1.8,2016,0008074,(Number of crimes/ Resident population)*1000,Permillage
16B1001,Alcobaça,4,"Driving a motor vehicle with a blood alcohol equal or above 1,2 g/l",2.5,2016,0008074,(Number of crimes/ Resident population)*1000,Permillage
16B1005,Bombarral,4,"Driving a motor vehicle with a blood alcohol equal or above 1,2 g/l",3.9,2016,0008074,(Number of crimes/ Resident population)*1000,Permillage
16B1006,Caldas da Rainha,4,"Driving a motor vehicle with a blood alcohol equal or above 1,2 g/l",2.4,2016,0008074,(Number of crimes/ Resident population)*1000,Permillage
16B1011,Nazaré,4,"Driving a motor vehicle with a blood alcohol equal or above 1,2 g/l",2.4,2016,0008074,(Number of crimes/ Resident population)*1000,Permillage
16B1012,Óbidos,4,"Driving a motor vehicle with a blood alcohol equal or above 1,2 g/l",0.6,2016,0008074,(Number of crimes/ Resident population)*1000,Permillage
16B1014,Peniche,4,"Driving a motor vehicle with a blood alcohol equal or above 1,2 g/l",2.2,2016,0008074,(Number of crimes/ Resident population)*1000,Permillage
16B1101,Alenquer,4,"Driving a motor vehicle with a blood alcohol equal or above 1,2 g/l",1.1,2016,0008074,(Number of crimes/ Resident population)*1000,Permillage
16B1102,Arruda dos Vinhos,4,"Driving a motor vehicle with a blood alcohol equal or above 1,2 g/l",0.9,2016,0008074,(Number of crimes/ Resident population)*1000,Permillage
16B1104,Cadaval,4,"Driving a motor vehicle with a blood alcohol equal or above 1,2 g/l",0.7,2016,0008074,(Number of crimes/ Resident population)*1000,Permillage
16B1108,Lourinhã,4,"Driving a motor vehicle with a blood alcohol equal or above 1,2 g/l",0.7,2016,0008074,(Number of crimes/ Resident population)*1000,Permillage
16B1112,Sobral de Monte Agraço,4,"Driving a motor vehicle with a blood alcohol equal or above 1,2 g/l",1.3,2016,0008074,(Number of crimes/ Resident population)*1000,Permillage
16B1113,Torres Vedras,4,"Driving a motor vehicle with a blood alcohol equal or above 1,2 g/l",1.6,2016,0008074,(Number of crimes/ Resident population)*1000,Permillage
16D,Região de Aveiro,4,"Driving a motor vehicle with a blood alcohol equal or above 1,2 g/l",2.5,2016,0008074,(Number of crimes/ Resident population)*1000,Permillage
11D1710,Sabrosa,4,"Driving a motor vehicle with a blood alcohol equal or above 1,2 g/l",2.2,2016,0008074,(Number of crimes/ Resident population)*1000,Permillage
11D1711,Santa Marta de Penaguião,4,"Driving a motor vehicle with a blood alcohol equal or above 1,2 g/l",0.9,2016,0008074,(Number of crimes/ Resident population)*1000,Permillage
11D1714,Vila Real,4,"Driving a motor vehicle with a blood alcohol equal or above 1,2 g/l",3.3,2016,0008074,(Number of crimes/ Resident population)*1000,Permillage
11D1801,Armamar,4,"Driving a motor vehicle with a blood alcohol equal or above 1,2 g/l",0.9,2016,0008074,(Number of crimes/ Resident population)*1000,Permillage
1,Continente,4,"Driving a motor vehicle with a blood alcohol equal or above 1,2 g/l",2,2016,0008074,(Number of crimes/ Resident population)*1000,Permillage
11,Norte,4,"Driving a motor vehicle with a blood alcohol equal or above 1,2 g/l",1.6,2016,0008074,(Number of crimes/ Resident population)*1000,Permillage
111,Alto Minho,4,"Driving a motor vehicle with a blood alcohol equal or above 1,2 g/l",1.6,2016,0008074,(Number of crimes/ Resident population)*1000,Permillage
1111601,Arcos de Valdevez,4,"Driving a motor vehicle with a blood alcohol equal or above 1,2 g/l",2.6,2016,0008074,(Number of crimes/ Resident population)*1000,Permillage
1111602,Caminha,4,"Driving a motor vehicle with a blood alcohol equal or above 1,2 g/l",1.1,2016,0008074,(Number of crimes/ Resident population)*1000,Permillage
1111603,Melgaço,4,"Driving a motor vehicle with a blood alcohol equal or above 1,2 g/l",1.7,2016,0008074,(Number of crimes/ Resident population)*1000,Permillage
1111604,Monção,4,"Driving a motor vehicle with a blood alcohol equal or above 1,2 g/l",2.4,2016,0008074,(Number of crimes/ Resident population)*1000,Permillage
1111605,Paredes de Coura,4,"Driving a motor vehicle with a blood alcohol equal or above 1,2 g/l",1.6,2016,0008074,(Number of crimes/ Resident population)*1000,Permillage
1111606,Ponte da Barca,4,"Driving a motor vehicle with a blood alcohol equal or above 1,2 g/l",1.6,2016,0008074,(Number of crimes/ Resident population)*1000,Permillage
1111607,Ponte de Lima,4,"Driving a motor vehicle with a blood alcohol equal or above 1,2 g/l",1.5,2016,0008074,(Number of crimes/ Resident population)*1000,Permillage
1111608,Valença,4,"Driving a motor vehicle with a blood alcohol equal or above 1,2 g/l",1.6,2016,0008074,(Number of crimes/ Resident population)*1000,Permillage
1111609,Viana do Castelo,4,"Driving a motor vehicle with a blood alcohol equal or above 1,2 g/l",1.3,2016,0008074,(Number of crimes/ Resident population)*1000,Permillage
1111610,Vila Nova de Cerveira,4,"Driving a motor vehicle with a blood alcohol equal or above 1,2 g/l",1.7,2016,0008074,(Number of crimes/ Resident population)*1000,Permillage
